,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
2447,2017-02-17,2017-06-16,770.0,GOOGL,Put,10.1,0.2086,846.5499880000001,0.3258042436687201,0.199079544373375,0.009520455626625013
2448,2017-02-17,2017-06-16,775.0,GOOGL,Put,10.25,0.20254,846.5499880000001,0.3258042436687201,0.19184483593943563,0.010695164060564366
2449,2017-02-17,2017-06-16,780.0,GOOGL,Put,11.8,0.20342000000000002,846.5499880000001,0.3258042436687201,0.19472412020127755,0.008695879798722467
2450,2017-02-17,2017-06-16,785.0,GOOGL,Put,12.9,0.22712,846.5499880000001,0.3258042436687201,0.19362282386217924,0.033497176137820744
2451,2017-02-17,2017-06-16,790.0,GOOGL,Put,13.9,0.2015,846.5499880000001,0.3258042436687201,0.1913284056891418,0.010171594310858206
2452,2017-02-17,2017-06-16,795.0,GOOGL,Put,15.1,0.21198000000000003,846.5499880000001,0.3258042436687201,0.18986461538686117,0.02211538461313886
2453,2017-02-17,2017-06-16,800.0,GOOGL,Put,16.17,0.23119,846.5499880000001,0.3258042436687201,0.18707907587611816,0.044110924123881845
2454,2017-02-17,2017-06-16,805.0,GOOGL,Put,17.18,0.18582,846.5499880000001,0.3258042436687201,0.18348700857078157,0.002332991429218445
2455,2017-02-17,2017-06-16,810.0,GOOGL,Put,18.25,0.19593,846.5499880000001,0.3258042436687201,0.17982951710313777,0.016100482896862223
2456,2017-02-17,2017-06-16,815.0,GOOGL,Put,20.02,0.17075,846.5499880000001,0.3258042436687201,0.17973892146527748,-0.008988921465277466
2457,2017-02-17,2017-06-16,820.0,GOOGL,Put,22.6,0.18078,846.5499880000001,0.3258042436687201,0.18353440777470492,-0.0027544077747049256
2458,2017-02-17,2017-06-16,825.0,GOOGL,Put,24.1,0.20934,846.5499880000001,0.3258042436687201,0.1806669327499786,0.02867306725002139
2459,2017-02-17,2017-06-16,830.0,GOOGL,Put,25.72,0.20117000000000002,846.5499880000001,0.3258042436687201,0.1779317675160961,0.023238232483903914
2460,2017-02-17,2017-06-16,835.0,GOOGL,Put,28.0,0.19415,846.5499880000001,0.3258042436687201,0.17815578813968674,0.015994211860313245
2461,2017-02-17,2017-06-16,840.0,GOOGL,Put,30.2,0.2101,846.5499880000001,0.3258042436687201,0.17734389963751465,0.03275610036248536
2462,2017-02-17,2017-06-16,845.0,GOOGL,Put,31.0,0.2009,846.5499880000001,0.3258042436687201,0.16864822056036685,0.032251779439633144
2463,2017-02-17,2017-06-16,850.0,GOOGL,Put,33.7,0.20094,846.5499880000001,0.3258042436687201,0.16926457583761778,0.031675424162382226
2464,2017-02-17,2017-06-16,855.0,GOOGL,Put,36.03,0.17284000000000002,846.5499880000001,0.3258042436687201,0.16733085171356116,0.005509148286438864
2465,2017-02-17,2017-06-16,860.0,GOOGL,Put,45.7,0.20995999999999998,846.5499880000001,0.3258042436687201,0.20296684986627442,0.006993150133725562
2466,2017-02-17,2017-06-16,865.0,GOOGL,Put,43.9,0.21064000000000002,846.5499880000001,0.3258042436687201,0.17837448231350012,0.032265517686499906
2467,2017-02-17,2017-06-16,870.0,GOOGL,Put,43.85,0.17407999999999998,846.5499880000001,0.3258042436687201,0.1619831838164128,0.012096816183587183
2468,2017-02-17,2017-06-16,875.0,GOOGL,Put,56.0,0.17778,846.5499880000001,0.3258042436687201,0.20989910714968393,-0.03211910714968394
2469,2017-02-17,2017-06-16,880.0,GOOGL,Put,56.7,0.18311,846.5499880000001,0.3258042436687201,0.19663035827768593,-0.01352035827768594
2470,2017-02-17,2017-06-16,885.0,GOOGL,Put,60.3,0.1802,846.5499880000001,0.3258042436687201,0.19830303869591978,-0.018103038695919782
2471,2017-02-17,2017-06-16,890.0,GOOGL,Put,60.55,0.21681999999999998,846.5499880000001,0.3258042436687201,0.18075666960125292,0.03606333039874707
2476,2017-02-17,2017-06-16,915.0,GOOGL,Put,82.8,0.20412,846.5499880000001,0.3258042436687201,0.20426967323260223,-0.0001496732326022321
2481,2017-02-17,2017-09-15,775.0,GOOGL,Call,83.7,0.10245,846.5499880000001,0.5749486652977412,0.14376143459075255,-0.04131143459075255
2484,2017-02-17,2017-09-15,790.0,GOOGL,Call,76.7,0.12315,846.5499880000001,0.5749486652977412,0.16487219917001375,-0.041722199170013755
2485,2017-02-17,2017-09-15,795.0,GOOGL,Call,74.3,0.14137,846.5499880000001,0.5749486652977412,0.16961973016468232,-0.028249730164682324
2488,2017-02-17,2017-09-15,810.0,GOOGL,Call,69.3,0.15838,846.5499880000001,0.5749486652977412,0.18942418567613828,-0.031044185676138286
2491,2017-02-17,2017-09-15,825.0,GOOGL,Call,56.9,0.16516,846.5499880000001,0.5749486652977412,0.17405696979701757,-0.008896969797017568
2493,2017-02-17,2017-09-15,835.0,GOOGL,Call,56.3,0.14617,846.5499880000001,0.5749486652977412,0.19315545470605974,-0.04698545470605975
2494,2017-02-17,2017-09-15,840.0,GOOGL,Call,52.53,0.15685,846.5499880000001,0.5749486652977412,0.18827004617188783,-0.031420046171887844
2495,2017-02-17,2017-09-15,845.0,GOOGL,Call,50.9,0.14331,846.5499880000001,0.5749486652977412,0.1915201709103947,-0.0482101709103947
2496,2017-02-17,2017-09-15,850.0,GOOGL,Call,47.7,0.16479000000000002,846.5499880000001,0.5749486652977412,0.18828226552308072,-0.023492265523080702
2497,2017-02-17,2017-09-15,855.0,GOOGL,Call,45.15,0.14809,846.5499880000001,0.5749486652977412,0.18728111507548426,-0.039191115075484256
2498,2017-02-17,2017-09-15,860.0,GOOGL,Call,43.1,0.13843,846.5499880000001,0.5749486652977412,0.18791707570832827,-0.049487075708328276
2499,2017-02-17,2017-09-15,865.0,GOOGL,Call,37.8,0.17090999999999998,846.5499880000001,0.5749486652977412,0.17552112574120796,-0.004611125741207978
2500,2017-02-17,2017-09-15,870.0,GOOGL,Call,37.91,0.17417,846.5499880000001,0.5749486652977412,0.18397723360432766,-0.00980723360432767
2501,2017-02-17,2017-09-15,875.0,GOOGL,Call,33.4,0.1769,846.5499880000001,0.5749486652977412,0.17394221708181248,0.002957782918187518
2502,2017-02-17,2017-09-15,880.0,GOOGL,Call,33.0,0.16185,846.5499880000001,0.5749486652977412,0.179814749841722,-0.017964749841722
2503,2017-02-17,2017-09-15,885.0,GOOGL,Call,29.9,0.16716,846.5499880000001,0.5749486652977412,0.1746144417437403,-0.007454441743740298
2504,2017-02-17,2017-09-15,890.0,GOOGL,Call,27.5,0.14751,846.5499880000001,0.5749486652977412,0.17182451666398654,-0.02431451666398654
2505,2017-02-17,2017-09-15,895.0,GOOGL,Call,25.8,0.13591,846.5499880000001,0.5749486652977412,0.17153225085906718,-0.03562225085906717
2506,2017-02-17,2017-09-15,900.0,GOOGL,Call,25.7,0.15533,846.5499880000001,0.5749486652977412,0.1776143917598024,-0.022284391759802402
2507,2017-02-17,2017-09-15,905.0,GOOGL,Call,21.9,0.16185,846.5499880000001,0.5749486652977412,0.16779954387848992,-0.005949543878489921
2508,2017-02-17,2017-09-15,910.0,GOOGL,Call,21.7,0.15232,846.5499880000001,0.5749486652977412,0.17298838434991795,-0.02066838434991794
2509,2017-02-17,2017-09-15,915.0,GOOGL,Call,20.2,0.16435,846.5499880000001,0.5749486652977412,0.17228530234744205,-0.007935302347442053
2510,2017-02-17,2017-09-15,920.0,GOOGL,Call,19.23,0.14945,846.5499880000001,0.5749486652977412,0.17364820237958822,-0.024198202379588224
2511,2017-02-17,2017-09-15,925.0,GOOGL,Call,15.67,0.15819,846.5499880000001,0.5749486652977412,0.16260876796821652,-0.004418767968216525
2512,2017-02-17,2017-09-15,930.0,GOOGL,Call,16.5,0.16741,846.5499880000001,0.5749486652977412,0.17188854304555823,-0.004478543045558225
2513,2017-02-17,2017-09-15,765.0,GOOGL,Put,19.4,0.21873,846.5499880000001,0.5749486652977412,0.20841915018412221,0.010310849815877793
2514,2017-02-17,2017-09-15,770.0,GOOGL,Put,20.13,0.24996999999999997,846.5499880000001,0.5749486652977412,0.20489550816319307,0.045074491836806896
2515,2017-02-17,2017-09-15,775.0,GOOGL,Put,20.43,0.21871999999999997,846.5499880000001,0.5749486652977412,0.1990909657056945,0.01962903429430546
2517,2017-02-17,2017-09-15,785.0,GOOGL,Put,24.5,0.21871999999999997,846.5499880000001,0.5749486652977412,0.20347531411060707,0.0152446858893929
2518,2017-02-17,2017-09-15,790.0,GOOGL,Put,24.23,0.21871999999999997,846.5499880000001,0.5749486652977412,0.19451523603496476,0.02420476396503521
2519,2017-02-17,2017-09-15,795.0,GOOGL,Put,42.35,0.24678000000000003,846.5499880000001,0.5749486652977412,0.26589988499248235,-0.019119884992482322
2520,2017-02-17,2017-09-15,800.0,GOOGL,Put,26.8,0.22271,846.5499880000001,0.5749486652977412,0.1902615659073859,0.03244843409261408
2521,2017-02-17,2017-09-15,805.0,GOOGL,Put,32.1,0.23118000000000002,846.5499880000001,0.5749486652977412,0.20495223650746996,0.02622776349253006
2522,2017-02-17,2017-09-15,810.0,GOOGL,Put,32.99,0.22382,846.5499880000001,0.5749486652977412,0.20024198187370576,0.02357801812629423
2523,2017-02-17,2017-09-15,815.0,GOOGL,Put,36.6,0.19710999999999998,846.5499880000001,0.5749486652977412,0.20661137315355116,-0.00950137315355118
2524,2017-02-17,2017-09-15,820.0,GOOGL,Put,42.8,0.22161999999999998,846.5499880000001,0.5749486652977412,0.2230466764422366,-0.001426676442236624
2525,2017-02-17,2017-09-15,825.0,GOOGL,Put,35.95,0.22719,846.5499880000001,0.5749486652977412,0.1861055528490585,0.041084447150941505
2526,2017-02-17,2017-09-15,830.0,GOOGL,Put,40.23,0.2291,846.5499880000001,0.5749486652977412,0.19415396872808685,0.03494603127191315
2527,2017-02-17,2017-09-15,835.0,GOOGL,Put,41.49,0.1778,846.5499880000001,0.5749486652977412,0.18972577728324025,-0.011925777283240235
2528,2017-02-17,2017-09-15,840.0,GOOGL,Put,42.05,0.19543,846.5499880000001,0.5749486652977412,0.18227597023333497,0.01315402976666502
2529,2017-02-17,2017-09-15,845.0,GOOGL,Put,43.89,0.18865,846.5499880000001,0.5749486652977412,0.17960698400265326,0.009043015997346748
2530,2017-02-17,2017-09-15,850.0,GOOGL,Put,46.7,0.21995,846.5499880000001,0.5749486652977412,0.18041843248743686,0.03953156751256315
2531,2017-02-17,2017-09-15,855.0,GOOGL,Put,49.1,0.21865,846.5499880000001,0.5749486652977412,0.17929146839310237,0.039358531606897645
2532,2017-02-17,2017-09-15,860.0,GOOGL,Put,61.5,0.22679000000000002,846.5499880000001,0.5749486652977412,0.2168887141060794,0.009901285893920614
2533,2017-02-17,2017-09-15,865.0,GOOGL,Put,56.33,0.18455,846.5499880000001,0.5749486652977412,0.18555323489294526,-0.001003234892945265
2534,2017-02-17,2017-09-15,870.0,GOOGL,Put,61.0,0.21883000000000002,846.5499880000001,0.5749486652977412,0.19236581897359162,0.026464181026408407
2535,2017-02-17,2017-09-15,875.0,GOOGL,Put,66.48,0.21151999999999999,846.5499880000001,0.5749486652977412,0.2021108359165506,0.009409164083449384
2536,2017-02-17,2017-09-15,880.0,GOOGL,Put,66.8,0.22339,846.5499880000001,0.5749486652977412,0.1912396513219698,0.03215034867803021
2537,2017-02-17,2017-09-15,895.0,GOOGL,Put,82.4,0.18617999999999998,846.5499880000001,0.5749486652977412,0.21518231549077077,-0.029002315490770786
2538,2017-02-17,2017-09-15,900.0,GOOGL,Put,83.32,0.20421,846.5499880000001,0.5749486652977412,0.20546651625928294,-0.0012565162592829415
2539,2017-02-17,2017-09-15,905.0,GOOGL,Put,85.7,0.2025,846.5499880000001,0.5749486652977412,0.20127222071378723,0.0012277792862127879
2540,2017-02-17,2017-09-15,910.0,GOOGL,Put,87.5,0.22165,846.5499880000001,0.5749486652977412,0.19424073955467003,0.027409260445329986
2541,2017-02-17,2017-09-15,915.0,GOOGL,Put,97.2,0.22445,846.5499880000001,0.5749486652977412,0.2202174901372742,0.004232509862725803
2542,2017-02-17,2017-09-15,920.0,GOOGL,Put,97.25,0.22168000000000002,846.5499880000001,0.5749486652977412,0.2053862837599131,0.01629371624008691
2546,2017-02-17,2018-01-19,800.0,GOOGL,Call,96.4,0.1744,846.5499880000001,0.919917864476386,0.2180027103103775,-0.04360271031037749
2548,2017-02-17,2018-01-19,820.0,GOOGL,Call,82.0,0.1645,846.5499880000001,0.919917864476386,0.20699571630056282,-0.042495716300562814
2554,2017-02-17,2018-01-19,900.0,GOOGL,Call,43.8,0.14898,846.5499880000001,0.919917864476386,0.19691569515413887,-0.04793569515413887
2555,2017-02-17,2018-01-19,920.0,GOOGL,Call,37.0,0.16818,846.5499880000001,0.919917864476386,0.19587470522043257,-0.027694705220432575
2556,2017-02-17,2018-01-19,770.0,GOOGL,Put,32.8,0.23743000000000003,846.5499880000001,0.919917864476386,0.2116945635081515,0.025735436491848535
2557,2017-02-17,2018-01-19,780.0,GOOGL,Put,35.6,0.23625,846.5499880000001,0.919917864476386,0.20887946694509818,0.027370533054901808
2558,2017-02-17,2018-01-19,790.0,GOOGL,Put,38.7,0.22605,846.5499880000001,0.919917864476386,0.2064489381108114,0.019601061889188615
2559,2017-02-17,2018-01-19,800.0,GOOGL,Put,42.1,0.24996999999999997,846.5499880000001,0.919917864476386,0.20434366707619397,0.045626332923805996
2560,2017-02-17,2018-01-19,810.0,GOOGL,Put,45.6,0.21871999999999997,846.5499880000001,0.919917864476386,0.20186024149392257,0.016859758506077405
2561,2017-02-17,2018-01-19,820.0,GOOGL,Put,49.3,0.21871999999999997,846.5499880000001,0.919917864476386,0.19932203431886036,0.019397965681139606
2565,2017-02-17,2018-01-19,860.0,GOOGL,Put,66.3,0.1948,846.5499880000001,0.919917864476386,0.1888511437564828,0.005948856243517209
2568,2017-02-17,2018-01-19,920.0,GOOGL,Put,120.0,0.21871999999999997,846.5499880000001,0.919917864476386,0.2400192965241832,-0.02129929652418322
2572,2017-02-17,2018-06-15,880.0,GOOGL,Call,69.94,0.16716,846.5499880000001,1.322381930184805,0.2109009818162231,-0.0437409818162231
2573,2017-02-17,2018-06-15,770.0,GOOGL,Put,51.5,0.26988,846.5499880000001,1.322381930184805,0.2342014408993069,0.03567855910069312
2574,2017-02-17,2018-06-15,780.0,GOOGL,Put,54.5,0.23333,846.5499880000001,1.322381930184805,0.23101556295314657,0.0023144370468534403
2575,2017-02-17,2018-06-15,790.0,GOOGL,Put,58.0,0.26399,846.5499880000001,1.322381930184805,0.22884487748161475,0.03514512251838525
2576,2017-02-17,2018-06-15,800.0,GOOGL,Put,59.75,0.26516999999999996,846.5499880000001,1.322381930184805,0.22140636689414345,0.043763633105856514
2577,2017-02-17,2018-06-15,810.0,GOOGL,Put,65.9,0.2646,846.5499880000001,1.322381930184805,0.22565375611577856,0.03894624388422144
2578,2017-02-17,2018-06-15,820.0,GOOGL,Put,70.1,0.23335,846.5499880000001,1.322381930184805,0.22404749304051955,0.009302506959480455
2579,2017-02-17,2018-06-15,830.0,GOOGL,Put,73.3,0.23004000000000002,846.5499880000001,1.322381930184805,0.21934268963287237,0.01069731036712765
2580,2017-02-17,2018-06-15,840.0,GOOGL,Put,79.0,0.23004000000000002,846.5499880000001,1.322381930184805,0.2207908502686403,0.009249149731359735
2581,2017-02-17,2018-06-15,850.0,GOOGL,Put,83.7,0.2646,846.5499880000001,1.322381930184805,0.21913350003825366,0.04546649996174634
2582,2017-02-17,2018-06-15,860.0,GOOGL,Put,88.8,0.23426,846.5499880000001,1.322381930184805,0.21805627137965325,0.016203728620346747
2583,2017-02-17,2018-06-15,870.0,GOOGL,Put,93.2,0.23096999999999998,846.5499880000001,1.322381930184805,0.21471668816119846,0.01625331183880152
2584,2017-02-17,2018-06-15,900.0,GOOGL,Put,107.38,0.24009,846.5499880000001,1.322381930184805,0.20445387939760415,0.03563612060239585
2600,2017-02-17,2019-01-18,780.0,GOOGL,Put,64.87,0.24461999999999998,846.5499880000001,1.9164955509924708,0.21889176130223167,0.025728238697768302
2601,2017-02-17,2019-01-18,790.0,GOOGL,Put,70.0,0.24245,846.5499880000001,1.9164955509924708,0.22049031733900742,0.021959682660992574
2602,2017-02-17,2019-01-18,800.0,GOOGL,Put,72.5,0.24051999999999998,846.5499880000001,1.9164955509924708,0.2156383402965775,0.024881659703422487
2603,2017-02-17,2019-01-18,810.0,GOOGL,Put,79.7,0.24927,846.5499880000001,1.9164955509924708,0.22117163950278562,0.02809836049721437
2607,2017-02-17,2019-01-18,850.0,GOOGL,Put,93.0,0.24344000000000002,846.5499880000001,1.9164955509924708,0.20510485132545184,0.03833514867454818
2608,2017-02-17,2019-01-18,860.0,GOOGL,Put,99.7,0.24854,846.5499880000001,1.9164955509924708,0.20765568766524173,0.04088431233475828
2609,2017-02-17,2019-01-18,870.0,GOOGL,Put,104.35,0.2468,846.5499880000001,1.9164955509924708,0.2054441173402862,0.041355882659713794
2610,2017-02-17,2019-01-18,880.0,GOOGL,Put,109.19,0.24983000000000002,846.5499880000001,1.9164955509924708,0.2033191362018716,0.04651086379812844
2618,2017-02-17,2017-04-21,25.0,ASPS,Call,1.15,0.44688999999999995,23.16,0.17248459958932238,0.48351114725990474,-0.036621147259904785
2622,2017-02-17,2017-07-21,25.0,ASPS,Call,2.2,0.46156,23.16,0.4216290212183436,0.48522719012697696,-0.023667190126976934
2625,2017-02-17,2017-03-17,40.0,AIMC,Put,1.7,0.3522,39.75,0.07665982203969883,0.3589186337398938,-0.006718633739893787
2627,2017-02-17,2017-07-21,40.0,AIMC,Call,2.0,0.21325,39.75,0.4216290212183436,0.20190173267889186,0.011348267321108135
2638,2017-02-17,2017-04-21,23.0,AMAG,Call,2.75,0.53165,24.15,0.17248459958932238,0.5426401629837655,-0.010990162983765539
2642,2017-02-17,2017-04-21,22.0,AMAG,Put,1.05,0.5261600000000001,24.15,0.17248459958932238,0.5103089358417929,0.01585106415820714
2643,2017-02-17,2017-04-21,23.0,AMAG,Put,1.5,0.5387,24.15,0.17248459958932238,0.5214454960784063,0.017254503921593667
2647,2017-02-17,2017-05-19,22.0,AMAG,Call,3.87,0.60392,24.15,0.24914442162902123,0.5772320862806244,0.026687913719375622
2654,2017-02-17,2017-05-19,24.0,AMAG,Put,2.5,0.5141100000000001,24.15,0.24914442162902123,0.542020049986494,-0.027910049986493934
2660,2017-02-17,2017-08-18,25.0,AMAG,Call,3.0,0.47079,24.15,0.49828884325804246,0.4914075624168237,-0.02061756241682372
2671,2017-02-17,2017-03-03,3.5,AMRN,Put,0.2,0.70624,3.51,0.038329911019849415,0.7506473478214383,-0.04440734782143829
2673,2017-02-17,2017-04-21,3.5,AMRN,Call,0.28,0.50466,3.51,0.17248459958932238,0.47181741576585423,0.032842584234145766
2674,2017-02-17,2017-04-21,3.5,AMRN,Put,0.28,0.53501,3.51,0.17248459958932238,0.4943593660186394,0.040650633981360595
2676,2017-02-17,2017-09-15,3.5,AMRN,Call,0.87,0.8123,3.51,0.5749486652977412,0.8255114652766044,-0.013211465276604328
2679,2017-02-17,2019-01-18,3.5,AMRN,Call,1.43,0.73311,3.51,1.9164955509924708,0.7652912412486118,-0.03218124124861177
2680,2017-02-17,2017-03-17,15.0,AYA,Call,0.45,0.42039,14.65,0.07665982203969883,0.3707159048975596,0.04967409510244036
2681,2017-02-17,2017-03-17,15.0,AYA,Put,0.82,0.42815,14.65,0.07665982203969883,0.3868567854884517,0.04129321451154827
2683,2017-02-17,2017-05-19,15.0,AYA,Put,1.4,0.40594,14.65,0.24914442162902123,0.4167429152342319,-0.01080291523423188
2684,2017-02-17,2017-08-18,15.0,AYA,Call,1.4,0.34025,14.65,0.49828884325804246,0.37314246512424737,-0.03289246512424737
2685,2017-02-17,2017-08-18,15.0,AYA,Put,1.95,0.41858999999999996,14.65,0.49828884325804246,0.43080012273395885,-0.012210122733958884
2687,2017-02-17,2017-02-24,767.5,AMZN,Call,61.2,0.03235,845.070007,0.019164955509924708,5.703988474558673e-13,0.0323499999994296
2690,2017-02-17,2017-02-24,775.0,AMZN,Call,69.51,0.01,845.070007,0.019164955509924708,3.2039283165267684e-12,0.009999999996796072
2691,2017-02-17,2017-02-24,777.5,AMZN,Call,50.68,0.01004,845.070007,0.019164955509924708,1.9649184132911958e-12,0.010039999998035083
2692,2017-02-17,2017-02-24,780.0,AMZN,Call,65.0,0.01066,845.070007,0.019164955509924708,1.129042322932529e-12,0.010659999998870956
2695,2017-02-17,2017-02-24,787.5,AMZN,Call,41.23,0.02022,845.070007,0.019164955509924708,9.464731381719363e-13,0.020219999999053526
2697,2017-02-17,2017-02-24,792.5,AMZN,Call,29.09,0.02022,845.070007,0.019164955509924708,3.086189805582888e-12,0.020219999996913807
2698,2017-02-17,2017-02-24,795.0,AMZN,Call,46.75,0.01,845.070007,0.019164955509924708,4.749552781366882e-13,0.009999999999525045
2699,2017-02-17,2017-02-24,800.0,AMZN,Call,44.9,0.01,845.070007,0.019164955509924708,1.6402047441643746e-12,0.009999999998359795
2701,2017-02-17,2017-02-24,805.0,AMZN,Call,39.35,0.03296,845.070007,0.019164955509924708,2.0100249329805008e-13,0.032959999999799
2703,2017-02-17,2017-02-24,810.0,AMZN,Call,35.05,0.04257,845.070007,0.019164955509924708,8.599727906300886e-14,0.042569999999913996
2705,2017-02-17,2017-02-24,815.0,AMZN,Call,29.61,0.04738,845.070007,0.019164955509924708,1.2682736976835905e-12,0.04737999999873172
2707,2017-02-17,2017-02-24,820.0,AMZN,Call,25.65,0.11062999999999999,845.070007,0.019164955509924708,0.14615912457889682,-0.03552912457889683
2708,2017-02-17,2017-02-24,822.5,AMZN,Call,23.02,0.11495,845.070007,0.019164955509924708,0.12583986096115585,-0.01088986096115585
2709,2017-02-17,2017-02-24,825.0,AMZN,Call,20.46,0.11685,845.070007,0.019164955509924708,0.11034924655881853,0.006500753441181464
2711,2017-02-17,2017-02-24,830.0,AMZN,Call,16.0,0.13910999999999998,845.070007,0.019164955509924708,0.1149711496613211,0.02413885033867888
2712,2017-02-17,2017-02-24,832.5,AMZN,Call,14.27,0.14284000000000002,845.070007,0.019164955509924708,0.12766380874554903,0.015176191254450994
2713,2017-02-17,2017-02-24,835.0,AMZN,Call,12.2,0.1443,845.070007,0.019164955509924708,0.12409461142624584,0.020205388573754174
2714,2017-02-17,2017-02-24,837.5,AMZN,Call,9.9,0.13396,845.070007,0.019164955509924708,0.11202839986461763,0.021931600135382368
2715,2017-02-17,2017-02-24,840.0,AMZN,Call,8.63,0.12793,845.070007,0.019164955509924708,0.12223698830150709,0.0056930116984929
2716,2017-02-17,2017-02-24,842.5,AMZN,Call,7.15,0.11344000000000001,845.070007,0.019164955509924708,0.12290769136271473,-0.00946769136271472
2717,2017-02-17,2017-02-24,845.0,AMZN,Call,6.02,0.12780999999999998,845.070007,0.019164955509924708,0.12737427082054645,0.0004357291794535312
2718,2017-02-17,2017-02-24,847.5,AMZN,Call,4.7,0.14173,845.070007,0.019164955509924708,0.12407598338386178,0.01765401661613822
2719,2017-02-17,2017-02-24,850.0,AMZN,Call,3.73,0.12204000000000001,845.070007,0.019164955509924708,0.12470106438760777,-0.002661064387607756
2720,2017-02-17,2017-02-24,852.5,AMZN,Call,2.94,0.1454,845.070007,0.019164955509924708,0.12588056448301263,0.01951943551698737
2721,2017-02-17,2017-02-24,855.0,AMZN,Call,2.29,0.10977,845.070007,0.019164955509924708,0.12706970589887265,-0.01729970589887264
2722,2017-02-17,2017-02-24,857.5,AMZN,Call,1.8,0.1315,845.070007,0.019164955509924708,0.12935172092739153,0.0021482790726084777
2723,2017-02-17,2017-02-24,860.0,AMZN,Call,1.35,0.12597,845.070007,0.019164955509924708,0.12971048384698233,-0.0037404838469823343
2724,2017-02-17,2017-02-24,862.5,AMZN,Call,1.05,0.12802,845.070007,0.019164955509924708,0.13218219865911426,-0.004162198659114269
2725,2017-02-17,2017-02-24,865.0,AMZN,Call,0.78,0.12143,845.070007,0.019164955509924708,0.1330715516412527,-0.011641551641252704
2726,2017-02-17,2017-02-24,867.5,AMZN,Call,0.67,0.14627,845.070007,0.019164955509924708,0.1392887227521427,0.006981277247857298
2727,2017-02-17,2017-02-24,870.0,AMZN,Call,0.46,0.14315,845.070007,0.019164955509924708,0.13787137960217366,0.005278620397826339
2728,2017-02-17,2017-02-24,872.5,AMZN,Call,0.42,0.15312,845.070007,0.019164955509924708,0.14548325621964942,0.007636743780350591
2729,2017-02-17,2017-02-24,875.0,AMZN,Call,0.35,0.14749,845.070007,0.019164955509924708,0.15000469686150547,-0.002514696861505461
2730,2017-02-17,2017-02-24,877.5,AMZN,Call,0.27,0.17842,845.070007,0.019164955509924708,0.15214890305952236,0.026271096940477634
2731,2017-02-17,2017-02-24,880.0,AMZN,Call,0.25,0.15888,845.070007,0.019164955509924708,0.15927759029072439,-0.0003975902907243922
2732,2017-02-17,2017-02-24,882.5,AMZN,Call,0.22,0.17392,845.070007,0.019164955509924708,0.16475348173520143,0.009166518264798557
2733,2017-02-17,2017-02-24,885.0,AMZN,Call,0.27,0.17393,845.070007,0.019164955509924708,0.1798008202329037,-0.005870820232903695
2734,2017-02-17,2017-02-24,887.5,AMZN,Call,0.25,0.1794,845.070007,0.019164955509924708,0.1863486373057009,-0.006948637305700889
2735,2017-02-17,2017-02-24,890.0,AMZN,Call,0.16,0.15891,845.070007,0.019164955509924708,0.18180759275870453,-0.022897592758704538
2736,2017-02-17,2017-02-24,892.5,AMZN,Call,0.1,0.20464000000000002,845.070007,0.019164955509924708,0.17775403774772594,0.026885962252274076
2737,2017-02-17,2017-02-24,895.0,AMZN,Call,0.06,0.18961,845.070007,0.019164955509924708,0.1737610515686017,0.015848948431398308
2738,2017-02-17,2017-02-24,900.0,AMZN,Call,0.13,0.21315,845.070007,0.019164955509924708,0.208332202852682,0.004817797147318004
2739,2017-02-17,2017-02-24,902.5,AMZN,Call,0.07,0.21731999999999999,845.070007,0.019164955509924708,0.19940760193821624,0.01791239806178374
2740,2017-02-17,2017-02-24,905.0,AMZN,Call,0.22,0.24996999999999997,845.070007,0.019164955509924708,0.24167736678798288,0.008292633212017092
2741,2017-02-17,2017-02-24,910.0,AMZN,Call,0.09,0.27259,845.070007,0.019164955509924708,0.2281662140170422,0.04442378598295779
2742,2017-02-17,2017-02-24,920.0,AMZN,Call,0.07,0.28596,845.070007,0.019164955509924708,0.24962131107608948,0.03633868892391051
2745,2017-02-17,2017-02-24,767.5,AMZN,Put,0.15,0.31243000000000004,845.070007,0.019164955509924708,0.3105193200467177,0.0019106799532823682
2747,2017-02-17,2017-02-24,772.5,AMZN,Put,0.32,0.35508,845.070007,0.019164955509924708,0.3265607131365264,0.028519286863473603
2748,2017-02-17,2017-02-24,775.0,AMZN,Put,0.07,0.2897,845.070007,0.019164955509924708,0.25685777540384697,0.03284222459615305
2749,2017-02-17,2017-02-24,777.5,AMZN,Put,0.2,0.29212,845.070007,0.019164955509924708,0.28528756034779035,0.006832439652209643
2751,2017-02-17,2017-02-24,782.5,AMZN,Put,0.14,0.24998,845.070007,0.019164955509924708,0.2531151983500753,-0.00313519835007528
2752,2017-02-17,2017-02-24,785.0,AMZN,Put,0.05,0.22762,845.070007,0.019164955509924708,0.2142269912030611,0.013393008796938888
2753,2017-02-17,2017-02-24,787.5,AMZN,Put,0.11,0.24996999999999997,845.070007,0.019164955509924708,0.2272515714851313,0.02271842851486866
2754,2017-02-17,2017-02-24,790.0,AMZN,Put,0.14,0.21871999999999997,845.070007,0.019164955509924708,0.2257494494572367,-0.007029449457236742
2755,2017-02-17,2017-02-24,792.5,AMZN,Put,0.36,0.24996999999999997,845.070007,0.019164955509924708,0.25142956977984754,-0.0014595697798475693
